11-11-2016 07:06	@MohtaPraveenNBT	Praveen Mohta	Kanpur : Long queues in city to buy salt. #rumours #Kanpur @NBTLucknow https://t.co/Nhvs8xFOKG	7.97E+17	Twitter Web Client	871	772	20	10	No	30-09-2012	Kanpur	"Senior Correspondent, Navbharat Times RTs are personal....."	View
11-11-2016 07:07	@NBTLucknow	NBT Lucknow	RT @MohtaPraveenNBT: Kanpur : Long queues in city to buy salt. #rumours #Kanpur @NBTLucknow https://t.co/Nhvs8xFOKG	7.97E+17	Twitter for Android	4046	30	20	0	No	07-04-2013	Lucknow	"Your town, your neighbourhood, your street. Latest news from #Lucknow. Read Navbharat Times."	View
11-11-2016 07:10	@Mohaniya88	Tele Mohan	RT @MohtaPraveenNBT: Kanpur : Long queues in city to buy salt. #rumours #Kanpur @NBTLucknow https://t.co/Nhvs8xFOKG	7.97E+17	Twitter Web Client	823	384	20	0	No	10-09-2012		"I tweet about movies,music, photography and life."	View
11-11-2016 07:06	@MohtaPraveenNBT	Praveen Mohta	Kanpur : Long queues in city to buy salt. #rumours #Kanpur @NBTLucknow https://t.co/Nhvs8xFOKG	7.97E+17	Twitter Web Client	1865.333333	7.333333333	20	-6.666666667	No	30-09-2012	Kanpur	"Senior Correspondent, Navbharat Times RTs are personal....."	View
11-11-2016 07:06	@NBTLucknow	NBT Lucknow	RT @MohtaPraveenNBT: Kanpur : Long queues in city to buy salt. #rumours #Kanpur @NBTLucknow https://t.co/Nhvs8xFOKG	7.97E+17	Twitter for Android	1841.333333	-186.6666667	20	-11.66666667	No	07-04-2013	Lucknow	"Your town, your neighbourhood, your street. Latest news from #Lucknow. Read Navbharat Times."	View
11-11-2016 07:06	@Mohaniya88	Tele Mohan	RT @MohtaPraveenNBT: Kanpur : Long queues in city to buy salt. #rumours #Kanpur @NBTLucknow https://t.co/Nhvs8xFOKG	7.97E+17	Twitter Web Client	1817.333333	-380.6666667	20	-16.66666667	No	10-09-2012		"I tweet about movies,music, photography and life."	View
11-11-2016 07:06	@MohtaPraveenNBT	Praveen Mohta	Kanpur : Long queues in city to buy salt. #rumours #Kanpur @NBTLucknow https://t.co/Nhvs8xFOKG	7.97E+17	Twitter Web Client	1793.333333	-574.6666667	20	-21.66666667	No	30-09-2012	Kanpur	"Senior Correspondent, Navbharat Times RTs are personal....."	View
11-11-2016 07:06	@NBTLucknow	NBT Lucknow	RT @MohtaPraveenNBT: Kanpur : Long queues in city to buy salt. #rumours #Kanpur @NBTLucknow https://t.co/Nhvs8xFOKG	7.97E+17	Twitter for Android	1769.333333	-768.6666667	20	-26.66666667	No	07-04-2013	Lucknow	"Your town, your neighbourhood, your street. Latest news from #Lucknow. Read Navbharat Times."	View
11-11-2016 07:06	@Mohaniya88	Tele Mohan	RT @MohtaPraveenNBT: Kanpur : Long queues in city to buy salt. #rumours #Kanpur @NBTLucknow https://t.co/Nhvs8xFOKG	7.97E+17	Twitter Web Client	1745.333333	-962.6666667	20	-31.66666667	No	10-09-2012		"I tweet about movies,music, photography and life."	View
11-11-2016 07:06	@MohtaPraveenNBT	Praveen Mohta	Kanpur : Long queues in city to buy salt. #rumours #Kanpur @NBTLucknow https://t.co/Nhvs8xFOKG	7.97E+17	Twitter Web Client	1721.333333	-1156.666667	20	-36.66666667	No	30-09-2012	Kanpur	"Senior Correspondent, Navbharat Times RTs are personal....."	View
